Fecha,Equipo1,Score,Equipo2,Resultado,Goles_equipo1,Goles_equipo2,Diferencia_goles
2012-12-09,Real Betis,1 - 2,Barcelona,Ganó,1,2,1
2012-12-01,Barcelona,5 - 1,Athletic,Ganó,5,1,4
2012-11-25,Levante,0 - 4,Barcelona,Ganó,0,4,4
2012-11-17,Barcelona,3 - 1,Real Zaragoza,Ganó,3,1,2
2012-11-11,Mallorca,2 - 4,Barcelona,Ganó,2,4,2
2012-11-03,Barcelona,3 - 1,Celta,Ganó,3,1,2
2012-10-27,Rayo Vallecano,0 - 5,Barcelona,Ganó,0,5,5
2012-10-20,RC Deportivo,4 - 5,Barcelona,Ganó,4,5,1
2012-10-07,Barcelona,2 - 2,Real Madrid,Empató,2,2,0
2012-09-29,Sevilla,2 - 3,Barcelona,Ganó,2,3,1
2012-09-22,Barcelona,2 - 0,Granada,Ganó,2,0,2
2012-09-15,Getafe,1 - 4,Barcelona,Ganó,1,4,3
2012-09-02,Barcelona,1 - 0,Valencia,Ganó,1,0,1
2012-08-26,Osasuna,1 - 2,Barcelona,Ganó,1,2,1
2012-08-19,Barcelona,5 - 1,R. Sociedad,Ganó,5,1,4
2012-05-12,Real Betis,2 - 2,Barcelona,Empató,2,2,0
2012-05-05,Barcelona,4 - 0,Espanyol,Ganó,4,0,4
2012-05-02,Barcelona,4 - 1,Málaga,Ganó,4,1,3
2012-04-29,Rayo Vallecano,0 - 7,Barcelona,Ganó,0,7,7
2012-04-21,Barcelona,1 - 2,Real Madrid,Perdió,1,2,1
2012-04-14,Levante,1 - 2,Barcelona,Ganó,1,2,1
2012-04-10,Barcelona,4 - 0,Getafe,Ganó,4,0,4
2012-04-07,Real Zaragoza,1 - 4,Barcelona,Ganó,1,4,3
2012-03-31,Barcelona,2 - 0,Athletic,Ganó,2,0,2
2012-03-24,Mallorca,0 - 2,Barcelona,Ganó,0,2,2
2012-03-20,Barcelona,5 - 3,Granada,Ganó,5,3,2
2012-03-17,Sevilla,0 - 2,Barcelona,Ganó,0,2,2
2012-03-11,Racing,0 - 2,Barcelona,Ganó,0,2,2
2012-03-03,Barcelona,3 - 1,Real Sporting,Ganó,3,1,2
2012-02-26,Atlético,1 - 2,Barcelona,Ganó,1,2,1
2012-02-19,Barcelona,5 - 1,Valencia,Ganó,5,1,4
2012-02-11,Osasuna,3 - 2,Barcelona,Perdió,3,2,1
2012-02-04,Barcelona,2 - 1,R. Sociedad,Ganó,2,1,1
2012-01-28,Villarreal,0 - 0,Barcelona,Empató,0,0,0
2012-01-22,Málaga,1 - 4,Barcelona,Ganó,1,4,3
2012-01-15,Barcelona,4 - 2,Real Betis,Ganó,4,2,2
2012-01-08,Espanyol,1 - 1,Barcelona,Empató,1,1,0
2011-12-10,Real Madrid,1 - 3,Barcelona,Ganó,1,3,2
2011-12-03,Barcelona,5 - 0,Levante,Ganó,5,0,5
2011-11-29,Barcelona,4 - 0,Rayo Vallecano,Ganó,4,0,4
2011-11-26,Getafe,1 - 0,Barcelona,Perdió,1,0,1
2011-11-19,Barcelona,4 - 0,Real Zaragoza,Ganó,4,0,4
2011-11-06,Athletic,2 - 2,Barcelona,Empató,2,2,0
2011-10-29,Barcelona,5 - 0,Mallorca,Ganó,5,0,5
2011-10-25,Granada,0 - 1,Barcelona,Ganó,0,1,1
2011-10-22,Barcelona,0 - 0,Sevilla,Empató,0,0,0
2011-10-15,Barcelona,3 - 0,Racing,Ganó,3,0,3
2011-10-02,Real Sporting,0 - 1,Barcelona,Ganó,0,1,1
2011-09-24,Barcelona,5 - 0,Atlético,Ganó,5,0,5
2011-09-21,Valencia,2 - 2,Barcelona,Empató,2,2,0
2011-09-17,Barcelona,8 - 0,Osasuna,Ganó,8,0,8
2011-09-10,R. Sociedad,2 - 2,Barcelona,Empató,2,2,0
2011-08-29,Barcelona,5 - 0,Villarreal,Ganó,5,0,5
2011-05-21,Málaga,1 - 3,Barcelona,Ganó,1,3,2
2011-05-15,Barcelona,0 - 0,RC Deportivo,Empató,0,0,0
2011-05-11,Levante,1 - 1,Barcelona,Empató,1,1,0
2011-05-08,Barcelona,2 - 0,Espanyol,Ganó,2,0,2
2011-04-30,R. Sociedad,2 - 1,Barcelona,Perdió,2,1,1
2011-04-23,Barcelona,2 - 0,Osasuna,Ganó,2,0,2
2011-04-16,Real Madrid,1 - 1,Barcelona,Empató,1,1,0
2011-04-09,Barcelona,3 - 1,Almería,Ganó,3,1,2
2011-04-02,Villarreal,0 - 1,Barcelona,Ganó,0,1,1
2011-03-19,Barcelona,2 - 1,Getafe,Ganó,2,1,1
2011-03-13,Sevilla,1 - 1,Barcelona,Empató,1,1,0
2011-03-05,Barcelona,1 - 0,Real Zaragoza,Ganó,1,0,1
2011-03-02,Valencia,0 - 1,Barcelona,Ganó,0,1,1
2011-02-26,Mallorca,0 - 3,Barcelona,Ganó,0,3,3
2011-02-20,Barcelona,2 - 1,Athletic,Ganó,2,1,1
2011-02-12,Real Sporting,1 - 1,Barcelona,Empató,1,1,0
2011-02-05,Barcelona,3 - 0,Atlético,Ganó,3,0,3
2011-01-29,Hércules,0 - 3,Barcelona,Ganó,0,3,3
2011-01-22,Barcelona,3 - 0,Racing,Ganó,3,0,3
2011-01-16,Barcelona,4 - 1,Málaga,Ganó,4,1,3
2011-01-08,RC Deportivo,0 - 4,Barcelona,Ganó,0,4,4
2011-01-02,Barcelona,2 - 1,Levante,Ganó,2,1,1
2010-12-18,Espanyol,1 - 5,Barcelona,Ganó,1,5,4
2010-12-12,Barcelona,5 - 0,R. Sociedad,Ganó,5,0,5
2010-12-04,Osasuna,0 - 3,Barcelona,Ganó,0,3,3
2010-11-29,Barcelona,5 - 0,Real Madrid,Ganó,5,0,5
2010-11-20,Almería,0 - 8,Barcelona,Ganó,0,8,8
2010-11-13,Barcelona,3 - 1,Villarreal,Ganó,3,1,2
2010-11-07,Getafe,1 - 3,Barcelona,Ganó,1,3,2
2010-10-30,Barcelona,5 - 0,Sevilla,Ganó,5,0,5
2010-10-23,Real Zaragoza,0 - 2,Barcelona,Ganó,0,2,2
2010-10-16,Barcelona,2 - 1,Valencia,Ganó,2,1,1
2010-10-03,Barcelona,1 - 1,Mallorca,Empató,1,1,0
2010-09-25,Athletic,1 - 3,Barcelona,Ganó,1,3,2
2010-09-22,Barcelona,1 - 0,Real Sporting,Ganó,1,0,1
2010-09-19,Atlético,1 - 2,Barcelona,Ganó,1,2,1
2010-09-11,Barcelona,0 - 2,Hércules,Perdió,0,2,2
2010-08-29,Racing,0 - 3,Barcelona,Ganó,0,3,3
2010-05-16,Barcelona,4 - 0,Real Valladolid,Ganó,4,0,4
2010-05-08,Sevilla,2 - 3,Barcelona,Ganó,2,3,1
2010-05-04,Barcelona,4 - 1,Tenerife,Ganó,4,1,3
2010-05-01,Villarreal,1 - 4,Barcelona,Ganó,1,4,3
2010-04-24,Barcelona,3 - 1,Xerez CD,Ganó,3,1,2
2010-04-17,Espanyol,0 - 0,Barcelona,Empató,0,0,0
2010-04-14,Barcelona,3 - 0,RC Deportivo,Ganó,3,0,3
2010-04-10,Real Madrid,0 - 2,Barcelona,Ganó,0,2,2
2010-04-03,Barcelona,4 - 1,Athletic,Ganó,4,1,3
2010-03-27,Mallorca,0 - 1,Barcelona,Ganó,0,1,1
2010-03-24,Barcelona,2 - 0,Osasuna,Ganó,2,0,2
2010-03-21,Real Zaragoza,2 - 4,Barcelona,Ganó,2,4,2
2010-03-14,Barcelona,3 - 0,Valencia,Ganó,3,0,3
2010-03-06,Almería,2 - 2,Barcelona,Empató,2,2,0
2010-02-27,Barcelona,2 - 1,Málaga,Ganó,2,1,1
2010-02-20,Barcelona,4 - 0,Racing,Ganó,4,0,4
2010-02-14,Atlético,2 - 1,Barcelona,Perdió,2,1,1
2010-02-06,Barcelona,2 - 1,Getafe,Ganó,2,1,1
2010-01-30,Real Sporting,0 - 1,Barcelona,Ganó,0,1,1
2010-01-23,Real Valladolid,0 - 3,Barcelona,Ganó,0,3,3
2010-01-16,Barcelona,4 - 0,Sevilla,Ganó,4,0,4
2010-01-10,Tenerife,0 - 5,Barcelona,Ganó,0,5,5
2010-01-02,Barcelona,1 - 1,Villarreal,Empató,1,1,0
2009-12-12,Barcelona,1 - 0,Espanyol,Ganó,1,0,1
2009-12-05,RC Deportivo,1 - 3,Barcelona,Ganó,1,3,2
2009-12-02,Xerez CD,0 - 2,Barcelona,Ganó,0,2,2
2009-11-29,Barcelona,1 - 0,Real Madrid,Ganó,1,0,1
2009-11-21,Athletic,1 - 1,Barcelona,Empató,1,1,0
2009-11-07,Barcelona,4 - 2,Mallorca,Ganó,4,2,2
2009-10-31,Osasuna,1 - 1,Barcelona,Empató,1,1,0
2009-10-25,Barcelona,6 - 1,Real Zaragoza,Ganó,6,1,5
2009-10-17,Valencia,0 - 0,Barcelona,Empató,0,0,0
2009-10-03,Barcelona,1 - 0,Almería,Ganó,1,0,1
2009-09-26,Málaga,0 - 2,Barcelona,Ganó,0,2,2
2009-09-22,Racing,1 - 4,Barcelona,Ganó,1,4,3
2009-09-19,Barcelona,5 - 2,Atlético,Ganó,5,2,3
2009-09-12,Getafe,0 - 2,Barcelona,Ganó,0,2,2
2009-08-31,Barcelona,3 - 0,Real Sporting,Ganó,3,0,3
2009-05-30,RC Deportivo,1 - 1,Barcelona,Empató,1,1,0
2009-05-23,Barcelona,0 - 1,Osasuna,Perdió,0,1,1
2009-05-17,Mallorca,2 - 1,Barcelona,Perdió,2,1,1
2009-05-10,Barcelona,3 - 3,Villarreal,Empató,3,3,0
2009-05-02,Real Madrid,2 - 6,Barcelona,Ganó,2,6,4
2009-04-25,Valencia,2 - 2,Barcelona,Empató,2,2,0
2009-04-22,Barcelona,4 - 0,Sevilla,Ganó,4,0,4
2009-04-18,Getafe,0 - 1,Barcelona,Ganó,0,1,1
2009-04-11,Barcelona,2 - 0,Recreativo,Ganó,2,0,2
2009-04-04,Real Valladolid,0 - 1,Barcelona,Ganó,0,1,1
2009-03-22,Barcelona,6 - 0,Málaga,Ganó,6,0,6
2009-03-15,Almería,0 - 2,Barcelona,Ganó,0,2,2
2009-03-07,Barcelona,2 - 0,Athletic,Ganó,2,0,2
2009-03-01,Atlético,4 - 3,Barcelona,Perdió,4,3,1
2009-02-21,Barcelona,1 - 2,Espanyol,Perdió,1,2,1
2009-02-14,Real Betis,2 - 2,Barcelona,Empató,2,2,0
2009-02-08,Barcelona,3 - 1,Real Sporting,Ganó,3,1,2
2009-02-01,Racing,1 - 2,Barcelona,Ganó,1,2,1
2009-01-24,Barcelona,4 - 1,Numancia,Ganó,4,1,3
2009-01-17,Barcelona,5 - 0,RC Deportivo,Ganó,5,0,5
2009-01-11,Osasuna,2 - 3,Barcelona,Ganó,2,3,1
2009-01-03,Barcelona,3 - 1,Mallorca,Ganó,3,1,2
2008-12-21,Villarreal,1 - 2,Barcelona,Ganó,1,2,1
2008-12-13,Barcelona,2 - 0,Real Madrid,Ganó,2,0,2
2008-12-06,Barcelona,4 - 0,Valencia,Ganó,4,0,4
2008-11-29,Sevilla,0 - 3,Barcelona,Ganó,0,3,3
2008-11-23,Barcelona,1 - 1,Getafe,Empató,1,1,0
2008-11-16,Recreativo,0 - 2,Barcelona,Ganó,0,2,2
2008-11-08,Barcelona,6 - 0,Real Valladolid,Ganó,6,0,6
2008-11-01,Málaga,1 - 4,Barcelona,Ganó,1,4,3
2008-10-25,Barcelona,5 - 0,Almería,Ganó,5,0,5
2008-10-19,Athletic,0 - 1,Barcelona,Ganó,0,1,1
2008-10-04,Barcelona,6 - 1,Atlético,Ganó,6,1,5
2008-09-27,Espanyol,1 - 2,Barcelona,Ganó,1,2,1
2008-09-24,Barcelona,3 - 2,Real Betis,Ganó,3,2,1
2008-09-21,Real Sporting,1 - 6,Barcelona,Ganó,1,6,5
2008-09-13,Barcelona,1 - 1,Racing,Empató,1,1,0
2008-08-31,Numancia,1 - 0,Barcelona,Perdió,1,0,1
2008-05-17,Real Murcia,3 - 5,Barcelona,Ganó,3,5,2
2008-05-11,Barcelona,2 - 3,Mallorca,Perdió,2,3,1
2008-05-07,Real Madrid,4 - 1,Barcelona,Perdió,4,1,3
2008-05-04,Barcelona,6 - 0,Valencia,Ganó,6,0,6
2008-04-26,RC Deportivo,2 - 0,Barcelona,Perdió,2,0,2
2008-04-19,Barcelona,0 - 0,Espanyol,Empató,0,0,0
2008-04-12,Recreativo,2 - 2,Barcelona,Empató,2,2,0
2008-04-06,Barcelona,0 - 0,Getafe,Empató,0,0,0
2008-03-29,Real Betis,3 - 2,Barcelona,Perdió,3,2,1
2008-03-23,Barcelona,4 - 1,Real Valladolid,Ganó,4,1,3
2008-03-16,Almería,2 - 2,Barcelona,Empató,2,2,0
2008-03-09,Barcelona,1 - 2,Villarreal,Perdió,1,2,1
2008-03-01,Atlético,4 - 2,Barcelona,Perdió,4,2,2
2008-02-24,Barcelona,5 - 1,Levante,Ganó,5,1,4
2008-02-16,Real Zaragoza,1 - 2,Barcelona,Ganó,1,2,1
2008-02-09,Sevilla,1 - 1,Barcelona,Empató,1,1,0
2008-02-03,Barcelona,1 - 0,Osasuna,Ganó,1,0,1
2008-01-27,Athletic,1 - 1,Barcelona,Empató,1,1,0
2008-01-20,Barcelona,1 - 0,Racing,Ganó,1,0,1
2008-01-12,Barcelona,4 - 0,Real Murcia,Ganó,4,0,4
2008-01-05,Mallorca,0 - 2,Barcelona,Ganó,0,2,2
2007-12-23,Barcelona,0 - 1,Real Madrid,Perdió,0,1,1
2007-12-15,Valencia,0 - 3,Barcelona,Ganó,0,3,3
2007-12-09,Barcelona,2 - 1,RC Deportivo,Ganó,2,1,1
2007-12-01,Espanyol,1 - 1,Barcelona,Empató,1,1,0
2007-11-24,Barcelona,3 - 0,Recreativo,Ganó,3,0,3
2007-11-10,Getafe,2 - 0,Barcelona,Perdió,2,0,2
2007-11-04,Barcelona,3 - 0,Real Betis,Ganó,3,0,3
2007-11-01,Real Valladolid,1 - 1,Barcelona,Empató,1,1,0
2007-10-28,Barcelona,2 - 0,Almería,Ganó,2,0,2
2007-10-20,Villarreal,3 - 1,Barcelona,Perdió,3,1,2
2007-10-07,Barcelona,3 - 0,Atlético,Ganó,3,0,3
2007-09-29,Levante,1 - 4,Barcelona,Ganó,1,4,3
2007-09-26,Barcelona,4 - 1,Real Zaragoza,Ganó,4,1,3
2007-09-22,Barcelona,2 - 1,Sevilla,Ganó,2,1,1
2007-09-16,Osasuna,0 - 0,Barcelona,Empató,0,0,0
2007-09-02,Barcelona,3 - 1,Athletic,Ganó,3,1,2
2007-08-26,Racing,0 - 0,Barcelona,Empató,0,0,0
2007-06-17,Gimnàstic,1 - 5,Barcelona,Ganó,1,5,4
2007-06-09,Barcelona,2 - 2,Espanyol,Empató,2,2,0
2007-05-26,Barcelona,1 - 0,Getafe,Ganó,1,0,1
2007-05-20,Atlético,0 - 6,Barcelona,Ganó,0,6,6
2007-05-13,Barcelona,1 - 1,Real Betis,Empató,1,1,0
2007-05-05,R. Sociedad,0 - 2,Barcelona,Ganó,0,2,2
2007-04-29,Barcelona,1 - 0,Levante,Ganó,1,0,1
2007-04-22,Villarreal,2 - 0,Barcelona,Perdió,2,0,2
2007-04-15,Barcelona,1 - 0,Mallorca,Ganó,1,0,1
2007-04-07,Real Zaragoza,1 - 0,Barcelona,Perdió,1,0,1
2007-03-31,Barcelona,2 - 1,RC Deportivo,Ganó,2,1,1
2007-03-17,Recreativo,0 - 4,Barcelona,Ganó,0,4,4
2007-03-10,Barcelona,3 - 3,Real Madrid,Empató,3,3,0
2007-03-03,Sevilla,2 - 1,Barcelona,Perdió,2,1,1
2007-02-25,Barcelona,3 - 0,Athletic,Ganó,3,0,3
2007-02-18,Valencia,2 - 1,Barcelona,Perdió,2,1,1
2007-02-11,Barcelona,2 - 0,Racing,Ganó,2,0,2
2007-02-04,Osasuna,0 - 0,Barcelona,Empató,0,0,0
2007-01-28,Barcelona,3 - 1,Celta,Ganó,3,1,2
2007-01-24,Real Betis,1 - 1,Barcelona,Empató,1,1,0
2007-01-21,Barcelona,3 - 0,Gimnàstic,Ganó,3,0,3
2007-01-13,Espanyol,3 - 1,Barcelona,Perdió,3,1,2
2007-01-07,Getafe,1 - 1,Barcelona,Empató,1,1,0
2006-12-21,Barcelona,1 - 1,Atlético,Empató,1,1,0
2006-12-09,Barcelona,1 - 0,R. Sociedad,Ganó,1,0,1
2006-12-02,Levante,1 - 1,Barcelona,Empató,1,1,0
2006-11-25,Barcelona,4 - 0,Villarreal,Ganó,4,0,4
2006-11-19,Mallorca,1 - 4,Barcelona,Ganó,1,4,3
2006-11-12,Barcelona,3 - 1,Real Zaragoza,Ganó,3,1,2
2006-11-04,RC Deportivo,1 - 1,Barcelona,Empató,1,1,0
2006-10-28,Barcelona,3 - 0,Recreativo,Ganó,3,0,3
2006-10-22,Real Madrid,2 - 0,Barcelona,Perdió,2,0,2
2006-10-15,Barcelona,3 - 1,Sevilla,Ganó,3,1,2
2006-09-30,Athletic,1 - 3,Barcelona,Ganó,1,3,2
2006-09-24,Barcelona,1 - 1,Valencia,Empató,1,1,0
2006-09-17,Racing,0 - 3,Barcelona,Ganó,0,3,3
2006-09-09,Barcelona,3 - 0,Osasuna,Ganó,3,0,3
2006-08-28,Celta,2 - 3,Barcelona,Ganó,2,3,1
2006-05-20,Athletic,3 - 1,Barcelona,Perdió,3,1,2
2006-05-13,Sevilla,3 - 2,Barcelona,Perdió,3,2,1
2006-05-06,Barcelona,2 - 0,Espanyol,Ganó,2,0,2
2006-05-03,Celta,0 - 1,Barcelona,Ganó,0,1,1
2006-04-29,Barcelona,1 - 0,Cádiz,Ganó,1,0,1
2006-04-14,Barcelona,1 - 0,Villarreal,Ganó,1,0,1
2006-04-09,Racing,2 - 2,Barcelona,Empató,2,2,0
2006-04-01,Barcelona,1 - 1,Real Madrid,Empató,1,1,0
2006-03-25,Málaga,0 - 0,Barcelona,Empató,0,0,0
2006-03-21,Barcelona,3 - 1,Getafe,Ganó,3,1,2
2006-03-18,R. Sociedad,0 - 2,Barcelona,Ganó,0,2,2
2006-03-12,Osasuna,2 - 1,Barcelona,Perdió,2,1,1
2006-03-04,Barcelona,3 - 2,RC Deportivo,Ganó,3,2,1
2006-02-25,Real Zaragoza,0 - 2,Barcelona,Ganó,0,2,2
2006-02-18,Barcelona,5 - 1,Real Betis,Ganó,5,1,4
2006-02-12,Valencia,1 - 0,Barcelona,Perdió,1,0,1
2006-02-05,Barcelona,1 - 3,Atlético,Perdió,1,3,2
2006-01-29,Mallorca,0 - 3,Barcelona,Ganó,0,3,3
2006-01-22,Barcelona,2 - 0,Deportivo Alavés,Ganó,2,0,2
2006-01-15,Barcelona,2 - 1,Athletic,Ganó,2,1,1
2006-01-07,Espanyol,1 - 2,Barcelona,Ganó,1,2,1
2005-12-20,Barcelona,2 - 0,Celta,Ganó,2,0,2
2005-12-17,Cádiz,1 - 3,Barcelona,Ganó,1,3,2
2005-12-11,Barcelona,2 - 1,Sevilla,Ganó,2,1,1
2005-12-04,Villarreal,0 - 2,Barcelona,Ganó,0,2,2
2005-11-27,Barcelona,4 - 1,Racing,Ganó,4,1,3
2005-11-19,Real Madrid,0 - 3,Barcelona,Ganó,0,3,3
2005-11-06,Getafe,1 - 3,Barcelona,Ganó,1,3,2
2005-10-30,Barcelona,5 - 0,R. Sociedad,Ganó,5,0,5
2005-10-26,Barcelona,2 - 0,Málaga,Ganó,2,0,2
2005-10-22,Barcelona,3 - 0,Osasuna,Ganó,3,0,3
2005-10-15,RC Deportivo,3 - 3,Barcelona,Empató,3,3,0
2005-10-01,Barcelona,2 - 2,Real Zaragoza,Empató,2,2,0
2005-09-24,Real Betis,1 - 4,Barcelona,Ganó,1,4,3
2005-09-21,Barcelona,2 - 2,Valencia,Empató,2,2,0
2005-09-18,Atlético,2 - 1,Barcelona,Perdió,2,1,1
2005-09-11,Barcelona,2 - 0,Mallorca,Ganó,2,0,2
2005-08-27,Deportivo Alavés,0 - 0,Barcelona,Empató,0,0,0
2005-05-28,R. Sociedad,0 - 0,Barcelona,Empató,0,0,0
2005-05-22,Barcelona,3 - 3,Villarreal,Empató,3,3,0
2005-05-14,Levante,1 - 1,Barcelona,Empató,1,1,0
2005-05-08,Valencia,0 - 2,Barcelona,Ganó,0,2,2
2005-05-01,Barcelona,2 - 0,Albacete,Ganó,2,0,2
2005-04-24,Málaga,0 - 4,Barcelona,Ganó,0,4,4
2005-04-17,Barcelona,2 - 0,Getafe,Ganó,2,0,2
2005-04-10,Real Madrid,4 - 2,Barcelona,Perdió,4,2,2
2005-04-03,Barcelona,3 - 3,Real Betis,Empató,3,3,0
2005-03-19,RC Deportivo,0 - 1,Barcelona,Ganó,0,1,1
2005-03-12,Barcelona,2 - 0,Athletic,Ganó,2,0,2
2005-03-05,Osasuna,0 - 1,Barcelona,Ganó,0,1,1
2005-03-01,Barcelona,0 - 0,Espanyol,Empató,0,0,0
2005-02-26,Numancia,1 - 1,Barcelona,Empató,1,1,0
2005-02-19,Barcelona,2 - 0,Mallorca,Ganó,2,0,2
2005-02-12,Real Zaragoza,1 - 4,Barcelona,Ganó,1,4,3
2005-02-06,Barcelona,0 - 2,Atlético,Perdió,0,2,2
2005-01-29,Sevilla,0 - 4,Barcelona,Ganó,0,4,4
2005-01-22,Barcelona,3 - 0,Racing,Ganó,3,0,3
