Fecha,Equipo1,Score,Equipo2,Resultado,Goles_equipo1,Goles_equipo2,Diferencia_goles
2019-11-30,Valencia,2 - 1,Villarreal,Ganó,2,1,1
2019-11-23,Real Betis,2 - 1,Valencia,Perdió,2,1,1
2019-11-09,Valencia,2 - 0,Granada,Ganó,2,0,2
2019-11-02,Espanyol,1 - 2,Valencia,Ganó,1,2,1
2019-10-30,Valencia,1 - 1,Sevilla,Empató,1,1,0
2019-10-27,Osasuna,3 - 1,Valencia,Perdió,3,1,2
2019-10-19,Atlético,1 - 1,Valencia,Empató,1,1,0
2019-10-05,Valencia,2 - 1,Deportivo Alavés,Ganó,2,1,1
2019-09-28,Athletic,0 - 1,Valencia,Ganó,0,1,1
2019-09-25,Valencia,3 - 3,Getafe,Empató,3,3,0
2019-09-22,Valencia,1 - 1,Leganés,Empató,1,1,0
2019-09-14,Barcelona,5 - 2,Valencia,Perdió,5,2,3
2019-09-01,Valencia,2 - 0,Mallorca,Ganó,2,0,2
2019-08-24,Celta,1 - 0,Valencia,Perdió,1,0,1
2019-08-17,Valencia,1 - 1,R. Sociedad,Empató,1,1,0
2019-05-18,Real Valladolid,0 - 2,Valencia,Ganó,0,2,2
2019-05-12,Valencia,3 - 1,Deportivo Alavés,Ganó,3,1,2
2019-05-05,Huesca,2 - 6,Valencia,Ganó,2,6,4
2019-04-28,Valencia,0 - 1,Eibar,Perdió,0,1,1
2019-04-24,Atlético,3 - 2,Valencia,Perdió,3,2,1
2019-04-21,Real Betis,1 - 2,Valencia,Ganó,1,2,1
2019-04-14,Valencia,3 - 1,Levante,Ganó,3,1,2
2019-04-06,Rayo Vallecano,2 - 0,Valencia,Perdió,2,0,2
2019-04-03,Valencia,2 - 1,Real Madrid,Ganó,2,1,1
2019-03-31,Sevilla,0 - 1,Valencia,Ganó,0,1,1
2019-03-17,Valencia,0 - 0,Getafe,Empató,0,0,0
2019-03-10,Girona,2 - 3,Valencia,Ganó,2,3,1
2019-03-03,Valencia,2 - 0,Athletic,Ganó,2,0,2
2019-02-24,Leganés,1 - 1,Valencia,Empató,1,1,0
2019-02-17,Valencia,0 - 0,Espanyol,Empató,0,0,0
2019-02-10,Valencia,0 - 0,R. Sociedad,Empató,0,0,0
2019-02-02,Barcelona,2 - 2,Valencia,Empató,2,2,0
2019-01-26,Valencia,3 - 0,Villarreal,Ganó,3,0,3
2019-01-19,Celta,1 - 2,Valencia,Ganó,1,2,1
2019-01-12,Valencia,1 - 1,Real Valladolid,Empató,1,1,0
2019-01-05,Deportivo Alavés,2 - 1,Valencia,Perdió,2,1,1
2018-12-23,Valencia,2 - 1,Huesca,Ganó,2,1,1
2018-12-15,Eibar,1 - 1,Valencia,Empató,1,1,0
2018-12-08,Valencia,1 - 1,Sevilla,Empató,1,1,0
2018-12-01,Real Madrid,2 - 0,Valencia,Perdió,2,0,2
2018-11-24,Valencia,3 - 0,Rayo Vallecano,Ganó,3,0,3
2018-11-10,Getafe,0 - 1,Valencia,Ganó,0,1,1
2018-11-03,Valencia,0 - 1,Girona,Perdió,0,1,1
2018-10-27,Athletic,0 - 0,Valencia,Empató,0,0,0
2018-10-20,Valencia,1 - 1,Leganés,Empató,1,1,0
2018-10-07,Valencia,1 - 1,Barcelona,Empató,1,1,0
2018-09-29,R. Sociedad,0 - 1,Valencia,Ganó,0,1,1
2018-09-26,Valencia,1 - 1,Celta,Empató,1,1,0
2018-09-23,Villarreal,0 - 0,Valencia,Empató,0,0,0
2018-09-15,Valencia,0 - 0,Real Betis,Empató,0,0,0
2018-09-02,Levante,2 - 2,Valencia,Empató,2,2,0
2018-08-26,Espanyol,2 - 0,Valencia,Perdió,2,0,2
2018-08-20,Valencia,1 - 1,Atlético,Empató,1,1,0
2018-05-20,Valencia,2 - 1,RC Deportivo,Ganó,2,1,1
2018-05-12,Girona,0 - 1,Valencia,Ganó,0,1,1
2018-05-05,Villarreal,1 - 0,Valencia,Perdió,1,0,1
2018-04-29,Valencia,0 - 0,Eibar,Empató,0,0,0
2018-04-21,Celta,1 - 1,Valencia,Empató,1,1,0
2018-04-18,Valencia,1 - 2,Getafe,Perdió,1,2,1
2018-04-14,Barcelona,2 - 1,Valencia,Perdió,2,1,1
2018-04-08,Valencia,1 - 0,Espanyol,Ganó,1,0,1
2018-04-01,Leganés,0 - 1,Valencia,Ganó,0,1,1
2018-03-17,Valencia,3 - 1,Deportivo Alavés,Ganó,3,1,2
2018-03-10,Sevilla,0 - 2,Valencia,Ganó,0,2,2
2018-03-04,Valencia,2 - 0,Real Betis,Ganó,2,0,2
2018-02-28,Athletic,1 - 1,Valencia,Empató,1,1,0
2018-02-25,Valencia,2 - 1,R. Sociedad,Ganó,2,1,1
2018-02-17,Málaga,1 - 2,Valencia,Ganó,1,2,1
2018-02-11,Valencia,3 - 1,Levante,Ganó,3,1,2
2018-02-04,Atlético,1 - 0,Valencia,Perdió,1,0,1
2018-01-27,Valencia,1 - 4,Real Madrid,Perdió,1,4,3
2018-01-20,Las Palmas,2 - 1,Valencia,Perdió,2,1,1
2018-01-13,RC Deportivo,1 - 2,Valencia,Ganó,1,2,1
2018-01-06,Valencia,2 - 1,Girona,Ganó,2,1,1
2017-12-23,Valencia,0 - 1,Villarreal,Perdió,0,1,1
2017-12-16,Eibar,2 - 1,Valencia,Perdió,2,1,1
2017-12-09,Valencia,2 - 1,Celta,Ganó,2,1,1
2017-12-03,Getafe,1 - 0,Valencia,Perdió,1,0,1
2017-11-26,Valencia,1 - 1,Barcelona,Empató,1,1,0
2017-11-19,Espanyol,0 - 2,Valencia,Ganó,0,2,2
2017-11-04,Valencia,3 - 0,Leganés,Ganó,3,0,3
2017-10-28,Deportivo Alavés,1 - 2,Valencia,Ganó,1,2,1
2017-10-21,Valencia,4 - 0,Sevilla,Ganó,4,0,4
2017-10-15,Real Betis,3 - 6,Valencia,Ganó,3,6,3
2017-10-01,Valencia,3 - 2,Athletic,Ganó,3,2,1
2017-09-24,R. Sociedad,2 - 3,Valencia,Ganó,2,3,1
2017-09-19,Valencia,5 - 0,Málaga,Ganó,5,0,5
2017-09-16,Levante,1 - 1,Valencia,Empató,1,1,0
2017-09-09,Valencia,0 - 0,Atlético,Empató,0,0,0
2017-08-27,Real Madrid,2 - 2,Valencia,Empató,2,2,0
2017-08-18,Valencia,1 - 0,Las Palmas,Ganó,1,0,1
2017-05-21,Valencia,1 - 3,Villarreal,Perdió,1,3,2
2017-05-13,Espanyol,0 - 1,Valencia,Ganó,0,1,1
2017-05-07,Valencia,4 - 1,Osasuna,Ganó,4,1,3
2017-04-29,Real Madrid,2 - 1,Valencia,Perdió,2,1,1
2017-04-26,Valencia,2 - 3,R. Sociedad,Perdió,2,3,1
2017-04-22,Málaga,2 - 0,Valencia,Perdió,2,0,2
2017-04-16,Valencia,0 - 0,Sevilla,Empató,0,0,0
2017-04-09,Granada,1 - 3,Valencia,Ganó,1,3,2
2017-04-06,Valencia,3 - 2,Celta,Ganó,3,2,1
2017-04-02,Valencia,3 - 0,RC Deportivo,Ganó,3,0,3
2017-03-19,Barcelona,4 - 2,Valencia,Perdió,4,2,2
2017-03-11,Valencia,1 - 1,Real Sporting,Empató,1,1,0
2017-03-05,Atlético,3 - 0,Valencia,Perdió,3,0,3
2017-02-28,Valencia,1 - 0,Leganés,Ganó,1,0,1
2017-02-25,Deportivo Alavés,2 - 1,Valencia,Perdió,2,1,1
2017-02-22,Valencia,2 - 1,Real Madrid,Ganó,2,1,1
2017-02-19,Valencia,2 - 0,Athletic,Ganó,2,0,2
2017-02-11,Real Betis,0 - 0,Valencia,Empató,0,0,0
2017-02-04,Valencia,0 - 4,Eibar,Perdió,0,4,4
2017-01-30,Las Palmas,3 - 1,Valencia,Perdió,3,1,2
2017-01-21,Villarreal,0 - 2,Valencia,Ganó,0,2,2
2017-01-15,Valencia,2 - 1,Espanyol,Ganó,2,1,1
2017-01-09,Osasuna,3 - 3,Valencia,Empató,3,3,0
2016-12-10,R. Sociedad,3 - 2,Valencia,Perdió,3,2,1
2016-12-04,Valencia,2 - 2,Málaga,Empató,2,2,0
2016-11-26,Sevilla,2 - 1,Valencia,Perdió,2,1,1
2016-11-20,Valencia,1 - 1,Granada,Empató,1,1,0
2016-11-06,Celta,2 - 1,Valencia,Perdió,2,1,1
2016-10-31,RC Deportivo,1 - 1,Valencia,Empató,1,1,0
2016-10-22,Valencia,2 - 3,Barcelona,Perdió,2,3,1
2016-10-16,Real Sporting,1 - 2,Valencia,Ganó,1,2,1
2016-10-02,Valencia,0 - 2,Atlético,Perdió,0,2,2
2016-09-25,Leganés,1 - 2,Valencia,Ganó,1,2,1
2016-09-22,Valencia,2 - 1,Deportivo Alavés,Ganó,2,1,1
2016-09-18,Athletic,2 - 1,Valencia,Perdió,2,1,1
2016-09-11,Valencia,2 - 3,Real Betis,Perdió,2,3,1
2016-08-27,Eibar,1 - 0,Valencia,Perdió,1,0,1
2016-08-22,Valencia,2 - 4,Las Palmas,Perdió,2,4,2
2016-05-13,Valencia,0 - 1,R. Sociedad,Perdió,0,1,1
2016-05-08,Real Madrid,3 - 2,Valencia,Perdió,3,2,1
2016-05-01,Valencia,0 - 2,Villarreal,Perdió,0,2,2
2016-04-24,Getafe,2 - 2,Valencia,Empató,2,2,0
2016-04-20,Valencia,4 - 0,Eibar,Ganó,4,0,4
2016-04-17,Barcelona,1 - 2,Valencia,Ganó,1,2,1
2016-04-10,Valencia,2 - 1,Sevilla,Ganó,2,1,1
2016-04-02,Las Palmas,2 - 1,Valencia,Perdió,2,1,1
2016-03-20,Valencia,0 - 2,Celta,Perdió,0,2,2
2016-03-13,Levante,1 - 0,Valencia,Perdió,1,0,1
2016-03-06,Valencia,1 - 3,Atlético,Perdió,1,3,2
2016-03-02,Málaga,1 - 2,Valencia,Ganó,1,2,1
2016-02-28,Valencia,0 - 3,Athletic,Perdió,0,3,3
2016-02-21,Granada,1 - 2,Valencia,Ganó,1,2,1
2016-02-13,Valencia,2 - 1,Espanyol,Ganó,2,1,1
2016-02-07,Real Betis,1 - 0,Valencia,Perdió,1,0,1
2016-01-31,Valencia,0 - 1,Real Sporting,Perdió,0,1,1
2016-01-24,RC Deportivo,1 - 1,Valencia,Empató,1,1,0
2016-01-17,Valencia,2 - 2,Rayo Vallecano,Empató,2,2,0
2016-01-10,R. Sociedad,2 - 0,Valencia,Perdió,2,0,2
2016-01-03,Valencia,2 - 2,Real Madrid,Empató,2,2,0
2015-12-31,Villarreal,1 - 0,Valencia,Perdió,1,0,1
2015-12-19,Valencia,2 - 2,Getafe,Empató,2,2,0
2015-12-13,Eibar,1 - 1,Valencia,Empató,1,1,0
2015-12-05,Valencia,1 - 1,Barcelona,Empató,1,1,0
2015-11-29,Sevilla,1 - 0,Valencia,Perdió,1,0,1
2015-11-21,Valencia,1 - 1,Las Palmas,Empató,1,1,0
2015-11-07,Celta,1 - 5,Valencia,Ganó,1,5,4
2015-10-31,Valencia,3 - 0,Levante,Ganó,3,0,3
2015-10-25,Atlético,2 - 1,Valencia,Perdió,2,1,1
2015-10-17,Valencia,3 - 0,Málaga,Ganó,3,0,3
2015-10-04,Athletic,3 - 1,Valencia,Perdió,3,1,2
2015-09-25,Valencia,1 - 0,Granada,Ganó,1,0,1
2015-09-22,Espanyol,1 - 0,Valencia,Perdió,1,0,1
2015-09-19,Valencia,0 - 0,Real Betis,Empató,0,0,0
2015-09-12,Real Sporting,0 - 1,Valencia,Ganó,0,1,1
2015-08-30,Valencia,1 - 1,RC Deportivo,Empató,1,1,0
2015-08-22,Rayo Vallecano,0 - 0,Valencia,Empató,0,0,0
2015-05-23,Almería,2 - 3,Valencia,Ganó,2,3,1
2015-05-17,Valencia,1 - 1,Celta,Empató,1,1,0
2015-05-09,Real Madrid,2 - 2,Valencia,Empató,2,2,0
2015-05-03,Valencia,3 - 1,Eibar,Ganó,3,1,2
2015-04-30,Rayo Vallecano,1 - 1,Valencia,Empató,1,1,0
2015-04-27,Valencia,4 - 0,Granada,Ganó,4,0,4
2015-04-18,Barcelona,2 - 0,Valencia,Perdió,2,0,2
2015-04-13,Valencia,3 - 0,Levante,Ganó,3,0,3
2015-04-09,Athletic,1 - 1,Valencia,Empató,1,1,0
2015-04-05,Valencia,0 - 0,Villarreal,Empató,0,0,0
2015-03-20,Elche,0 - 4,Valencia,Ganó,0,4,4
2015-03-13,Valencia,2 - 0,RC Deportivo,Ganó,2,0,2
2015-03-08,Atlético,1 - 1,Valencia,Empató,1,1,0
2015-03-01,Valencia,2 - 0,R. Sociedad,Ganó,2,0,2
2015-02-21,Córdoba,1 - 2,Valencia,Ganó,1,2,1
2015-02-15,Valencia,1 - 0,Getafe,Ganó,1,0,1
2015-02-08,Espanyol,1 - 2,Valencia,Ganó,1,2,1
2015-02-02,Málaga,1 - 0,Valencia,Perdió,1,0,1
2015-01-25,Valencia,3 - 1,Sevilla,Ganó,3,1,2
2015-01-17,Valencia,3 - 2,Almería,Ganó,3,2,1
2015-01-10,Celta,1 - 1,Valencia,Empató,1,1,0
2015-01-04,Valencia,2 - 1,Real Madrid,Ganó,2,1,1
2014-12-20,Eibar,0 - 1,Valencia,Ganó,0,1,1
2014-12-13,Valencia,3 - 0,Rayo Vallecano,Ganó,3,0,3
2014-12-07,Granada,1 - 1,Valencia,Empató,1,1,0
2014-11-30,Valencia,0 - 1,Barcelona,Perdió,0,1,1
2014-11-23,Levante,2 - 1,Valencia,Perdió,2,1,1
2014-11-09,Valencia,0 - 0,Athletic,Empató,0,0,0
2014-11-02,Villarreal,1 - 3,Valencia,Ganó,1,3,2
2014-10-25,Valencia,3 - 1,Elche,Ganó,3,1,2
2014-10-19,RC Deportivo,3 - 0,Valencia,Perdió,3,0,3
2014-10-04,Valencia,3 - 1,Atlético,Ganó,3,1,2
2014-09-28,R. Sociedad,1 - 1,Valencia,Empató,1,1,0
2014-09-25,Valencia,3 - 0,Córdoba,Ganó,3,0,3
2014-09-22,Getafe,0 - 3,Valencia,Ganó,0,3,3
2014-09-14,Valencia,3 - 1,Espanyol,Ganó,3,1,2
2014-08-29,Valencia,3 - 0,Málaga,Ganó,3,0,3
2014-08-23,Sevilla,1 - 1,Valencia,Empató,1,1,0
2014-05-17,Valencia,2 - 1,Celta,Ganó,2,1,1
2014-05-10,Levante,2 - 0,Valencia,Perdió,2,0,2
2014-05-04,Real Madrid,2 - 2,Valencia,Empató,2,2,0
2014-04-27,Valencia,0 - 1,Atlético,Perdió,0,1,1
2014-04-19,Osasuna,1 - 1,Valencia,Empató,1,1,0
2014-04-13,Valencia,2 - 1,Elche,Ganó,2,1,1
2014-04-06,Real Valladolid,0 - 0,Valencia,Empató,0,0,0
2014-03-30,Valencia,1 - 3,Getafe,Perdió,1,3,2
2014-03-27,Almería,2 - 2,Valencia,Empató,2,2,0
2014-03-23,Valencia,2 - 1,Villarreal,Ganó,2,1,1
2014-03-16,R. Sociedad,1 - 0,Valencia,Perdió,1,0,1
2014-03-09,Valencia,1 - 1,Athletic,Empató,1,1,0
2014-03-02,Rayo Vallecano,1 - 0,Valencia,Perdió,1,0,1
2014-02-23,Valencia,2 - 1,Granada,Ganó,2,1,1
2014-02-16,Sevilla,0 - 0,Valencia,Empató,0,0,0
2014-02-08,Valencia,5 - 0,Real Betis,Ganó,5,0,5
2014-02-01,Barcelona,2 - 3,Valencia,Ganó,2,3,1
2014-01-25,Valencia,2 - 2,Espanyol,Empató,2,2,0
2014-01-17,Málaga,0 - 0,Valencia,Empató,0,0,0
2014-01-11,Celta,2 - 1,Valencia,Perdió,2,1,1
2014-01-04,Valencia,2 - 0,Levante,Ganó,2,0,2
2013-12-22,Valencia,2 - 3,Real Madrid,Perdió,2,3,1
2013-12-15,Atlético,3 - 0,Valencia,Perdió,3,0,3
2013-12-01,Valencia,3 - 0,Osasuna,Ganó,3,0,3
2013-11-24,Elche,2 - 1,Valencia,Perdió,2,1,1
2013-11-10,Valencia,2 - 2,Real Valladolid,Empató,2,2,0
2013-11-03,Getafe,0 - 1,Valencia,Ganó,0,1,1
2013-10-30,Valencia,1 - 2,Almería,Perdió,1,2,1
2013-10-27,Villarreal,4 - 1,Valencia,Perdió,4,1,3
2013-10-19,Valencia,1 - 2,R. Sociedad,Perdió,1,2,1
2013-10-06,Athletic,1 - 1,Valencia,Empató,1,1,0
2013-09-28,Valencia,1 - 0,Rayo Vallecano,Ganó,1,0,1
2013-09-25,Granada,0 - 1,Valencia,Ganó,0,1,1
2013-09-22,Valencia,3 - 1,Sevilla,Ganó,3,1,2
2013-09-15,Real Betis,3 - 1,Valencia,Perdió,3,1,2
2013-09-01,Valencia,2 - 3,Barcelona,Perdió,2,3,1
2013-08-24,Espanyol,3 - 1,Valencia,Perdió,3,1,2
2013-08-17,Valencia,1 - 0,Málaga,Ganó,1,0,1
2013-06-01,Sevilla,4 - 3,Valencia,Perdió,4,3,1
2013-05-26,Valencia,1 - 0,Granada,Ganó,1,0,1
2013-05-18,Getafe,0 - 1,Valencia,Ganó,0,1,1
2013-05-12,Rayo Vallecano,0 - 4,Valencia,Ganó,0,4,4
2013-05-04,Valencia,4 - 0,Osasuna,Ganó,4,0,4
2013-04-28,R. Sociedad,4 - 2,Valencia,Perdió,4,2,2
2013-04-20,Valencia,5 - 1,Málaga,Ganó,5,1,4
2013-04-13,Espanyol,3 - 3,Valencia,Empató,3,3,0
2013-04-07,Valencia,2 - 1,Real Valladolid,Ganó,2,1,1
2013-03-31,Atlético,1 - 1,Valencia,Empató,1,1,0
2013-03-16,Valencia,3 - 0,Real Betis,Ganó,3,0,3
2013-03-10,Athletic,1 - 0,Valencia,Perdió,1,0,1
2013-03-02,Valencia,2 - 2,Levante,Empató,2,2,0
2013-02-23,Real Zaragoza,2 - 2,Valencia,Empató,2,2,0
2013-02-17,Valencia,2 - 0,Mallorca,Ganó,2,0,2
2013-02-09,Celta,0 - 1,Valencia,Ganó,0,1,1
2013-02-03,Valencia,1 - 1,Barcelona,Empató,1,1,0
2013-01-26,RC Deportivo,2 - 3,Valencia,Ganó,2,3,1
2013-01-20,Valencia,0 - 5,Real Madrid,Perdió,0,5,5
2013-01-12,Valencia,2 - 0,Sevilla,Ganó,2,0,2
2013-01-05,Granada,1 - 2,Valencia,Ganó,1,2,1
2012-12-21,Valencia,4 - 2,Getafe,Ganó,4,2,2
2012-12-16,Valencia,0 - 1,Rayo Vallecano,Perdió,0,1,1
2012-12-08,Osasuna,0 - 1,Valencia,Ganó,0,1,1
2012-12-01,Valencia,2 - 5,R. Sociedad,Perdió,2,5,3
2012-11-24,Málaga,4 - 0,Valencia,Perdió,4,0,4
2012-11-17,Valencia,2 - 1,Espanyol,Ganó,2,1,1
2012-11-11,Real Valladolid,1 - 1,Valencia,Empató,1,1,0
2012-11-03,Valencia,2 - 0,Atlético,Ganó,2,0,2
2012-10-27,Real Betis,1 - 0,Valencia,Perdió,1,0,1
2012-10-20,Valencia,3 - 2,Athletic,Ganó,3,2,1
2012-10-07,Levante,1 - 0,Valencia,Perdió,1,0,1
2012-09-29,Valencia,2 - 0,Real Zaragoza,Ganó,2,0,2
2012-09-23,Mallorca,2 - 0,Valencia,Perdió,2,0,2
2012-09-15,Valencia,2 - 1,Celta,Ganó,2,1,1
2012-09-02,Barcelona,1 - 0,Valencia,Perdió,1,0,1
2012-08-26,Valencia,3 - 3,RC Deportivo,Empató,3,3,0
2012-08-19,Real Madrid,1 - 1,Valencia,Empató,1,1,0
2012-05-12,R. Sociedad,1 - 0,Valencia,Perdió,1,0,1
2012-05-05,Valencia,1 - 0,Villarreal,Ganó,1,0,1
2012-05-02,Valencia,4 - 0,Osasuna,Ganó,4,0,4
2012-04-29,Málaga,1 - 0,Valencia,Perdió,1,0,1
2012-04-22,Valencia,4 - 0,Real Betis,Ganó,4,0,4
2012-04-15,Espanyol,4 - 0,Valencia,Perdió,4,0,4
2012-04-11,Valencia,4 - 1,Rayo Vallecano,Ganó,4,1,3
2012-04-08,Real Madrid,0 - 0,Valencia,Empató,0,0,0
2012-04-01,Valencia,1 - 1,Levante,Empató,1,1,0
2012-03-24,Getafe,3 - 1,Valencia,Perdió,3,1,2
2012-03-21,Valencia,1 - 2,Real Zaragoza,Perdió,1,2,1
2012-03-18,Athletic,0 - 3,Valencia,Ganó,0,3,3
2012-03-11,Valencia,2 - 2,Mallorca,Empató,2,2,0
2012-03-04,Granada,0 - 1,Valencia,Ganó,0,1,1
2012-02-26,Valencia,1 - 2,Sevilla,Perdió,1,2,1
2012-02-19,Barcelona,5 - 1,Valencia,Perdió,5,1,4
2012-02-12,Valencia,4 - 0,Real Sporting,Ganó,4,0,4
2012-02-05,Atlético,0 - 0,Valencia,Empató,0,0,0
2012-01-29,Racing,2 - 2,Valencia,Empató,2,2,0
2012-01-22,Osasuna,1 - 1,Valencia,Empató,1,1,0
2012-01-14,Valencia,0 - 1,R. Sociedad,Perdió,0,1,1
2012-01-08,Villarreal,2 - 2,Valencia,Empató,2,2,0
2011-12-18,Valencia,2 - 0,Málaga,Ganó,2,0,2
2011-12-10,Real Betis,2 - 1,Valencia,Perdió,2,1,1
2011-12-03,Valencia,2 - 1,Espanyol,Ganó,2,1,1
2011-11-26,Rayo Vallecano,1 - 2,Valencia,Ganó,1,2,1
2011-11-19,Valencia,2 - 3,Real Madrid,Perdió,2,3,1
2011-11-05,Levante,0 - 2,Valencia,Ganó,0,2,2
