Fecha,Equipo1,Score,Equipo2,Resultado,Goles_equipo1,Goles_equipo2,Diferencia_goles
2022-05-22,Sevilla,1 - 0,Athletic,Perdió,1,0,1
2022-05-15,Athletic,2 - 0,Osasuna,Ganó,2,0,2
2022-05-10,Granada,1 - 0,Athletic,Perdió,1,0,1
2022-05-07,Athletic,0 - 0,Valencia,Empató,0,0,0
2022-04-30,Athletic,2 - 0,Atlético,Ganó,2,0,2
2022-04-21,Cádiz,2 - 3,Athletic,Ganó,2,3,1
2022-04-17,Athletic,0 - 2,Celta,Perdió,0,2,2
2022-04-09,Villarreal,1 - 1,Athletic,Empató,1,1,0
2022-04-03,Athletic,2 - 1,Elche,Ganó,2,1,1
2022-03-18,Athletic,1 - 1,Getafe,Empató,1,1,0
2022-03-13,Real Betis,1 - 0,Athletic,Perdió,1,0,1
2022-03-07,Athletic,3 - 1,Levante,Ganó,3,1,2
2022-02-27,Barcelona,4 - 0,Athletic,Perdió,4,0,4
2022-02-20,Athletic,4 - 0,R. Sociedad,Ganó,4,0,4
2022-02-14,Mallorca,3 - 2,Athletic,Perdió,3,2,1
2022-02-07,Athletic,2 - 1,Espanyol,Ganó,2,1,1
2022-01-23,Rayo Vallecano,0 - 1,Athletic,Ganó,0,1,1
2022-01-09,Deportivo Alavés,0 - 0,Athletic,Empató,0,0,0
2022-01-03,Osasuna,1 - 3,Athletic,Ganó,1,3,2
2021-12-22,Athletic,1 - 2,Real Madrid,Perdió,1,2,1
2021-12-19,Athletic,3 - 2,Real Betis,Ganó,3,2,1
2021-12-11,Athletic,0 - 1,Sevilla,Perdió,0,1,1
2021-12-06,Getafe,0 - 0,Athletic,Empató,0,0,0
2021-12-01,Real Madrid,1 - 0,Athletic,Perdió,1,0,1
2021-11-26,Athletic,2 - 2,Granada,Empató,2,2,0
2021-11-19,Levante,0 - 0,Athletic,Empató,0,0,0
2021-11-05,Athletic,0 - 1,Cádiz,Perdió,0,1,1
2021-10-31,R. Sociedad,1 - 1,Athletic,Empató,1,1,0
2021-10-26,Espanyol,1 - 1,Athletic,Empató,1,1,0
2021-10-23,Athletic,2 - 1,Villarreal,Ganó,2,1,1
2021-10-01,Athletic,1 - 0,Deportivo Alavés,Ganó,1,0,1
2021-09-25,Valencia,1 - 1,Athletic,Empató,1,1,0
2021-09-21,Athletic,1 - 2,Rayo Vallecano,Perdió,1,2,1
2021-09-18,Atlético,0 - 0,Athletic,Empató,0,0,0
2021-09-11,Athletic,2 - 0,Mallorca,Ganó,2,0,2
2021-08-28,Celta,0 - 1,Athletic,Ganó,0,1,1
2021-08-21,Athletic,1 - 1,Barcelona,Empató,1,1,0
2021-08-16,Elche,0 - 0,Athletic,Empató,0,0,0
2021-05-22,Elche,2 - 0,Athletic,Perdió,2,0,2
2021-05-16,Athletic,0 - 1,Real Madrid,Perdió,0,1,1
2021-05-12,Huesca,1 - 0,Athletic,Perdió,1,0,1
2021-05-08,Athletic,2 - 2,Osasuna,Empató,2,2,0
2021-05-03,Sevilla,0 - 1,Athletic,Ganó,0,1,1
2021-04-28,Athletic,2 - 2,Real Valladolid,Empató,2,2,0
2021-04-25,Athletic,2 - 1,Atlético,Ganó,2,1,1
2021-04-21,Real Betis,0 - 0,Athletic,Empató,0,0,0
2021-04-10,Athletic,0 - 0,Deportivo Alavés,Empató,0,0,0
2021-04-07,R. Sociedad,1 - 1,Athletic,Empató,1,1,0
2021-03-20,Athletic,1 - 1,Eibar,Empató,1,1,0
2021-03-14,Celta,0 - 0,Athletic,Empató,0,0,0
2021-03-10,Atlético,2 - 1,Athletic,Perdió,2,1,1
2021-03-07,Athletic,2 - 1,Granada,Ganó,2,1,1
2021-02-26,Levante,1 - 1,Athletic,Empató,1,1,0
2021-02-21,Athletic,1 - 1,Villarreal,Empató,1,1,0
2021-02-15,Cádiz,0 - 4,Athletic,Ganó,0,4,4
2021-02-07,Athletic,1 - 1,Valencia,Empató,1,1,0
2021-01-31,Barcelona,2 - 1,Athletic,Perdió,2,1,1
2021-01-25,Athletic,5 - 1,Getafe,Ganó,5,1,4
2021-01-06,Athletic,2 - 3,Barcelona,Perdió,2,3,1
2021-01-03,Athletic,1 - 0,Elche,Ganó,1,0,1
2020-12-31,Athletic,0 - 1,R. Sociedad,Perdió,0,1,1
2020-12-22,Villarreal,1 - 1,Athletic,Empató,1,1,0
2020-12-18,Athletic,2 - 0,Huesca,Ganó,2,0,2
2020-12-15,Real Madrid,3 - 1,Athletic,Perdió,3,1,2
2020-12-12,Valencia,2 - 2,Athletic,Empató,2,2,0
2020-12-04,Athletic,0 - 2,Celta,Perdió,0,2,2
2020-11-29,Getafe,1 - 1,Athletic,Empató,1,1,0
2020-11-23,Athletic,4 - 0,Real Betis,Ganó,4,0,4
2020-11-08,Real Valladolid,2 - 1,Athletic,Perdió,2,1,1
2020-10-31,Athletic,2 - 1,Sevilla,Ganó,2,1,1
2020-10-24,Osasuna,1 - 0,Athletic,Perdió,1,0,1
2020-10-18,Athletic,2 - 0,Levante,Ganó,2,0,2
2020-10-04,Deportivo Alavés,1 - 0,Athletic,Perdió,1,0,1
2020-10-01,Athletic,0 - 1,Cádiz,Perdió,0,1,1
2020-09-27,Eibar,1 - 2,Athletic,Ganó,1,2,1
2020-09-12,Granada,2 - 0,Athletic,Perdió,2,0,2
2020-07-19,Granada,4 - 0,Athletic,Perdió,4,0,4
2020-07-16,Athletic,0 - 2,Leganés,Perdió,0,2,2
2020-07-12,Levante,1 - 2,Athletic,Ganó,1,2,1
2020-07-09,Athletic,1 - 2,Sevilla,Perdió,1,2,1
2020-07-05,Athletic,0 - 1,Real Madrid,Perdió,0,1,1
2020-07-01,Valencia,0 - 2,Athletic,Ganó,0,2,2
2020-06-27,Athletic,3 - 1,Mallorca,Ganó,3,1,2
2020-06-23,Barcelona,1 - 0,Athletic,Perdió,1,0,1
2020-06-20,Athletic,1 - 0,Real Betis,Ganó,1,0,1
2020-06-17,Eibar,2 - 2,Athletic,Empató,2,2,0
2020-06-14,Athletic,1 - 1,Atlético,Empató,1,1,0
2020-03-08,Real Valladolid,1 - 4,Athletic,Ganó,1,4,3
2020-03-01,Athletic,1 - 0,Villarreal,Ganó,1,0,1
2020-02-23,Deportivo Alavés,2 - 1,Athletic,Perdió,2,1,1
2020-02-16,Athletic,0 - 1,Osasuna,Perdió,0,1,1
2020-02-09,R. Sociedad,2 - 1,Athletic,Perdió,2,1,1
2020-02-02,Athletic,0 - 2,Getafe,Perdió,0,2,2
2020-01-25,Espanyol,1 - 1,Athletic,Empató,1,1,0
2020-01-19,Athletic,1 - 1,Celta,Empató,1,1,0
2020-01-03,Sevilla,1 - 1,Athletic,Empató,1,1,0
2019-12-22,Real Madrid,0 - 0,Athletic,Empató,0,0,0
2019-12-14,Athletic,0 - 0,Eibar,Empató,0,0,0
2019-12-08,Real Betis,3 - 2,Athletic,Perdió,3,2,1
2019-12-01,Athletic,2 - 0,Granada,Ganó,2,0,2
2019-11-24,Osasuna,1 - 2,Athletic,Ganó,1,2,1
2019-11-10,Athletic,2 - 1,Levante,Ganó,2,1,1
2019-11-03,Villarreal,0 - 0,Athletic,Empató,0,0,0
2019-10-30,Athletic,3 - 0,Espanyol,Ganó,3,0,3
2019-10-26,Atlético,2 - 0,Athletic,Perdió,2,0,2
2019-10-20,Athletic,1 - 1,Real Valladolid,Empató,1,1,0
2019-10-06,Celta,1 - 0,Athletic,Perdió,1,0,1
2019-09-28,Athletic,0 - 1,Valencia,Perdió,0,1,1
2019-09-25,Leganés,1 - 1,Athletic,Empató,1,1,0
2019-09-22,Athletic,2 - 0,Deportivo Alavés,Ganó,2,0,2
2019-09-13,Mallorca,0 - 0,Athletic,Empató,0,0,0
2019-08-30,Athletic,2 - 0,R. Sociedad,Ganó,2,0,2
2019-08-24,Getafe,1 - 1,Athletic,Empató,1,1,0
2019-08-16,Athletic,1 - 0,Barcelona,Ganó,1,0,1
2019-05-18,Sevilla,2 - 0,Athletic,Perdió,2,0,2
2019-05-12,Athletic,3 - 1,Celta,Ganó,3,1,2
2019-05-05,Real Valladolid,1 - 0,Athletic,Perdió,1,0,1
2019-04-27,Athletic,1 - 1,Deportivo Alavés,Empató,1,1,0
2019-04-24,Leganés,0 - 1,Athletic,Ganó,0,1,1
2019-04-21,Real Madrid,3 - 0,Athletic,Perdió,3,0,3
2019-04-14,Athletic,3 - 2,Rayo Vallecano,Ganó,3,2,1
2019-04-07,Getafe,1 - 0,Athletic,Perdió,1,0,1
2019-04-03,Athletic,3 - 2,Levante,Ganó,3,2,1
2019-03-29,Girona,1 - 2,Athletic,Ganó,1,2,1
2019-03-16,Athletic,2 - 0,Atlético,Ganó,2,0,2
2019-03-08,Athletic,1 - 1,Espanyol,Empató,1,1,0
2019-03-03,Valencia,2 - 0,Athletic,Perdió,2,0,2
2019-02-23,Athletic,1 - 0,Eibar,Ganó,1,0,1
2019-02-18,Huesca,0 - 1,Athletic,Ganó,0,1,1
2019-02-10,Athletic,0 - 0,Barcelona,Empató,0,0,0
2019-02-02,R. Sociedad,2 - 1,Athletic,Perdió,2,1,1
2019-01-27,Athletic,1 - 0,Real Betis,Ganó,1,0,1
2019-01-20,Villarreal,1 - 1,Athletic,Empató,1,1,0
2019-01-13,Athletic,2 - 0,Sevilla,Ganó,2,0,2
2019-01-07,Celta,1 - 2,Athletic,Ganó,1,2,1
2018-12-22,Athletic,1 - 1,Real Valladolid,Empató,1,1,0
2018-12-17,Deportivo Alavés,0 - 0,Athletic,Empató,0,0,0
2018-12-10,Athletic,1 - 0,Girona,Ganó,1,0,1
2018-12-03,Levante,3 - 0,Athletic,Perdió,3,0,3
2018-11-25,Athletic,1 - 1,Getafe,Empató,1,1,0
2018-11-10,Atlético,3 - 2,Athletic,Perdió,3,2,1
2018-11-05,Espanyol,1 - 0,Athletic,Perdió,1,0,1
2018-10-27,Athletic,0 - 0,Valencia,Empató,0,0,0
2018-10-24,Rayo Vallecano,1 - 1,Athletic,Empató,1,1,0
2018-10-21,Eibar,1 - 1,Athletic,Empató,1,1,0
2018-10-05,Athletic,1 - 3,R. Sociedad,Perdió,1,3,2
2018-09-29,Barcelona,1 - 1,Athletic,Empató,1,1,0
2018-09-26,Athletic,0 - 3,Villarreal,Perdió,0,3,3
2018-09-23,Real Betis,2 - 2,Athletic,Empató,2,2,0
2018-09-15,Athletic,1 - 1,Real Madrid,Empató,1,1,0
2018-08-27,Athletic,2 - 2,Huesca,Empató,2,2,0
2018-08-20,Athletic,2 - 1,Leganés,Ganó,2,1,1
2018-05-20,Athletic,0 - 1,Espanyol,Perdió,0,1,1
2018-05-12,Deportivo Alavés,3 - 1,Athletic,Perdió,3,1,2
2018-05-05,Athletic,2 - 0,Real Betis,Ganó,2,0,2
2018-04-28,R. Sociedad,3 - 1,Athletic,Perdió,3,1,2
2018-04-23,Athletic,1 - 3,Levante,Perdió,1,3,2
2018-04-18,Real Madrid,1 - 1,Athletic,Empató,1,1,0
2018-04-14,Athletic,2 - 3,RC Deportivo,Perdió,2,3,1
2018-04-09,Villarreal,1 - 3,Athletic,Ganó,1,3,2
2018-03-31,Athletic,1 - 1,Celta,Empató,1,1,0
2018-03-18,Barcelona,2 - 0,Athletic,Perdió,2,0,2
2018-03-11,Athletic,2 - 0,Leganés,Ganó,2,0,2
2018-03-03,Sevilla,2 - 0,Athletic,Perdió,2,0,2
2018-02-28,Athletic,1 - 1,Valencia,Empató,1,1,0
2018-02-25,Athletic,2 - 1,Málaga,Ganó,2,1,1
2018-02-18,Atlético,2 - 0,Athletic,Perdió,2,0,2
2018-02-09,Athletic,0 - 0,Las Palmas,Empató,0,0,0
2018-02-04,Girona,2 - 0,Athletic,Perdió,2,0,2
2018-01-26,Athletic,1 - 1,Eibar,Empató,1,1,0
2018-01-19,Getafe,2 - 2,Athletic,Empató,2,2,0
2018-01-14,Espanyol,1 - 1,Athletic,Empató,1,1,0
2018-01-07,Athletic,2 - 0,Deportivo Alavés,Ganó,2,0,2
2017-12-22,Real Betis,0 - 2,Athletic,Ganó,0,2,2
2017-12-16,Athletic,0 - 0,R. Sociedad,Empató,0,0,0
2017-12-10,Levante,1 - 2,Athletic,Ganó,1,2,1
2017-12-02,Athletic,0 - 0,Real Madrid,Empató,0,0,0
2017-11-26,RC Deportivo,2 - 2,Athletic,Empató,2,2,0
2017-11-19,Athletic,1 - 1,Villarreal,Empató,1,1,0
2017-11-05,Celta,3 - 1,Athletic,Perdió,3,1,2
2017-10-28,Athletic,0 - 2,Barcelona,Perdió,0,2,2
2017-10-22,Leganés,1 - 0,Athletic,Perdió,1,0,1
2017-10-14,Athletic,1 - 0,Sevilla,Ganó,1,0,1
2017-10-01,Valencia,3 - 2,Athletic,Perdió,3,2,1
2017-09-23,Málaga,3 - 3,Athletic,Empató,3,3,0
2017-09-20,Athletic,1 - 2,Atlético,Perdió,1,2,1
2017-09-17,Las Palmas,1 - 0,Athletic,Perdió,1,0,1
2017-09-10,Athletic,2 - 0,Girona,Ganó,2,0,2
2017-08-27,Eibar,0 - 1,Athletic,Ganó,0,1,1
2017-08-20,Athletic,0 - 0,Getafe,Empató,0,0,0
2017-05-21,Atlético,3 - 1,Athletic,Perdió,3,1,2
2017-05-14,Athletic,1 - 1,Leganés,Empató,1,1,0
2017-05-07,Deportivo Alavés,1 - 0,Athletic,Perdió,1,0,1
2017-04-30,Celta,0 - 3,Athletic,Ganó,0,3,3
2017-04-27,Athletic,2 - 1,Real Betis,Ganó,2,1,1
2017-04-24,Eibar,0 - 1,Athletic,Ganó,0,1,1
2017-04-14,Athletic,5 - 1,Las Palmas,Ganó,5,1,4
2017-04-07,Villarreal,3 - 1,Athletic,Perdió,3,1,2
2017-04-04,Athletic,2 - 0,Espanyol,Ganó,2,0,2
2017-04-01,Osasuna,1 - 2,Athletic,Ganó,1,2,1
2017-03-18,Athletic,1 - 2,Real Madrid,Perdió,1,2,1
2017-03-12,R. Sociedad,0 - 2,Athletic,Ganó,0,2,2
2017-03-05,Athletic,1 - 0,Málaga,Ganó,1,0,1
2017-03-02,Sevilla,1 - 0,Athletic,Perdió,1,0,1
2017-02-26,Athletic,3 - 1,Granada,Ganó,3,1,2
2017-02-19,Valencia,2 - 0,Athletic,Perdió,2,0,2
2017-02-11,Athletic,2 - 1,RC Deportivo,Ganó,2,1,1
2017-02-04,Barcelona,3 - 0,Athletic,Perdió,3,0,3
2017-01-29,Athletic,2 - 1,Real Sporting,Ganó,2,1,1
2017-01-22,Athletic,2 - 2,Atlético,Empató,2,2,0
2017-01-14,Leganés,0 - 0,Athletic,Empató,0,0,0
2017-01-08,Athletic,0 - 0,Deportivo Alavés,Empató,0,0,0
2016-12-19,Athletic,2 - 1,Celta,Ganó,2,1,1
2016-12-11,Real Betis,1 - 0,Athletic,Perdió,1,0,1
2016-12-04,Athletic,3 - 1,Eibar,Ganó,3,1,2
2016-11-28,Las Palmas,3 - 1,Athletic,Perdió,3,1,2
2016-11-20,Athletic,1 - 0,Villarreal,Ganó,1,0,1
2016-11-06,Espanyol,0 - 0,Athletic,Empató,0,0,0
2016-10-30,Athletic,1 - 1,Osasuna,Empató,1,1,0
2016-10-23,Real Madrid,2 - 1,Athletic,Perdió,2,1,1
2016-10-16,Athletic,3 - 2,R. Sociedad,Ganó,3,2,1
2016-10-02,Málaga,2 - 1,Athletic,Perdió,2,1,1
2016-09-24,Athletic,3 - 1,Sevilla,Ganó,3,1,2
2016-09-21,Granada,1 - 2,Athletic,Ganó,1,2,1
2016-09-18,Athletic,2 - 1,Valencia,Ganó,2,1,1
2016-09-11,RC Deportivo,0 - 1,Athletic,Ganó,0,1,1
2016-08-28,Athletic,0 - 1,Barcelona,Perdió,0,1,1
2016-08-21,Real Sporting,2 - 1,Athletic,Perdió,2,1,1
2016-05-14,Athletic,3 - 1,Sevilla,Ganó,3,1,2
2016-05-08,Las Palmas,0 - 0,Athletic,Empató,0,0,0
2016-05-01,Athletic,2 - 1,Celta,Ganó,2,1,1
2016-04-24,Levante,2 - 2,Athletic,Empató,2,2,0
2016-04-20,Athletic,0 - 1,Atlético,Perdió,0,1,1
2016-04-17,Málaga,0 - 1,Athletic,Ganó,0,1,1
2016-04-10,Athletic,1 - 0,Rayo Vallecano,Ganó,1,0,1
2016-04-03,Athletic,1 - 1,Granada,Empató,1,1,0
2016-03-20,Espanyol,2 - 1,Athletic,Perdió,2,1,1
2016-03-13,Athletic,3 - 1,Real Betis,Ganó,3,1,2
2016-03-06,Real Sporting,0 - 2,Athletic,Ganó,0,2,2
2016-03-02,Athletic,4 - 1,RC Deportivo,Ganó,4,1,3
2016-02-28,Valencia,0 - 3,Athletic,Ganó,0,3,3
2016-02-21,Athletic,0 - 1,R. Sociedad,Perdió,0,1,1
2016-02-13,Real Madrid,4 - 2,Athletic,Perdió,4,2,2
2016-02-06,Athletic,0 - 0,Villarreal,Empató,0,0,0
2016-01-30,Getafe,0 - 1,Athletic,Ganó,0,1,1
2016-01-24,Athletic,5 - 2,Eibar,Ganó,5,2,3
2016-01-17,Barcelona,6 - 0,Athletic,Perdió,6,0,6
2016-01-09,Sevilla,2 - 0,Athletic,Perdió,2,0,2
2016-01-03,Athletic,2 - 2,Las Palmas,Empató,2,2,0
2015-12-30,Celta,0 - 1,Athletic,Ganó,0,1,1
2015-12-20,Athletic,2 - 0,Levante,Ganó,2,0,2
2015-12-13,Atlético,2 - 1,Athletic,Perdió,2,1,1
2015-12-06,Athletic,0 - 0,Málaga,Empató,0,0,0
2015-11-29,Rayo Vallecano,0 - 3,Athletic,Ganó,0,3,3
2015-11-22,Granada,2 - 0,Athletic,Perdió,2,0,2
2015-11-08,Athletic,2 - 1,Espanyol,Ganó,2,1,1
2015-11-01,Real Betis,1 - 3,Athletic,Ganó,1,3,2
2015-10-26,Athletic,3 - 0,Real Sporting,Ganó,3,0,3
2015-10-18,RC Deportivo,2 - 2,Athletic,Empató,2,2,0
2015-10-04,Athletic,3 - 1,Valencia,Ganó,3,1,2
2015-09-27,R. Sociedad,0 - 0,Athletic,Empató,0,0,0
2015-09-23,Athletic,1 - 2,Real Madrid,Perdió,1,2,1
2015-09-20,Villarreal,3 - 1,Athletic,Perdió,3,1,2
2015-09-13,Athletic,3 - 1,Getafe,Ganó,3,1,2
2015-08-30,Eibar,2 - 0,Athletic,Perdió,2,0,2
2015-08-23,Athletic,0 - 1,Barcelona,Perdió,0,1,1
2015-05-23,Athletic,4 - 0,Villarreal,Ganó,4,0,4
2015-05-17,Elche,2 - 3,Athletic,Ganó,2,3,1
2015-05-09,Athletic,1 - 1,RC Deportivo,Empató,1,1,0
2015-05-02,Atlético,0 - 0,Athletic,Empató,0,0,0
2015-04-28,Athletic,1 - 1,R. Sociedad,Empató,1,1,0
2015-04-24,Córdoba,0 - 1,Athletic,Ganó,0,1,1
2015-04-18,Athletic,4 - 0,Getafe,Ganó,4,0,4
2015-04-12,Espanyol,1 - 0,Athletic,Perdió,1,0,1
2015-04-09,Athletic,1 - 1,Valencia,Empató,1,1,0
2015-04-04,Sevilla,2 - 0,Athletic,Perdió,2,0,2
2015-03-21,Athletic,2 - 1,Almería,Ganó,2,1,1
2015-03-14,Celta,1 - 2,Athletic,Ganó,1,2,1
